0.994221 1.592357
0.993459 1.751592
0.992772 1.910828
0.992181 2.070064
0.991709 2.229299
0.991369 2.388535
0.991179 2.547770
0.991137 2.707006
0.991254 2.866242
0.991518 3.025477
0.991924 3.184713
0.992455 3.343948
0.993097 3.503184
0.993825 3.662419
0.994615 3.821655
0.995438 3.980891
0.996267 4.140126
0.997071 4.299362
0.997823 4.458597
0.998497 4.617833
0.999068 4.777069
0.999515 4.936304
0.999822 5.095540
0.999979 5.254775
0.999980 5.414011
0.999826 5.573247
0.999521 5.732482
0.999075 5.891718
0.998505 6.050954
0.997833 6.210190
0.997081 6.369426
0.996277 6.528662
0.995447 6.687898
0.994623 6.847134
0.993829 7.006370
0.993099 7.165606
0.992456 7.324842
0.991920 7.484077
0.991511 7.643313
0.991242 7.802549
0.991125 7.961785
0.991161 8.121021
0.991350 8.280257
0.991684 8.439493
0.992155 8.598729
0.992742 8.757965
0.993433 8.917201
0.994194 9.076437
0.995006 9.235673
0.995835 9.394908
0.996661 9.554144
0.997444 9.713380
0.998162 9.872616
0.998788 10.031852
0.999303 10.191088
0.999684 10.350324
0.999919 10.509560
1.000001 10.668796
0.999924 10.828032
0.999693 10.987267
0.999318 11.146502
0.998804 11.305737
0.998181 11.464973
0.997463 11.624208
0.996679 11.783443
0.995856 11.942679
0.995022 12.101914
0.994209 12.261149
0.993440 12.420384
0.992748 12.579620
0.992151 12.738855
0.991674 12.898090
0.991330 13.057325
0.991135 13.216561
0.991092 13.375796
0.991203 13.535031
0.991466 13.694266
0.991871 13.853502
0.992403 14.012737
0.993046 14.171972
0.993775 14.331207
0.994569 14.490443
0.995397 14.649678
0.996229 14.808913
0.997040 14.968148
0.997797 15.127384
0.998477 15.286619
0.999053 15.445854
0.999506 15.605090
0.999818 15.764325
0.999978 15.923560
0.999983 16.082795
0.999828 16.242031
0.999522 16.401266
0.999076 16.560501
0.998504 16.719736
0.997828 16.878972
0.997070 17.038207
0.996260 17.197442
0.995423 17.356677
0.994589 17.515913
0.993793 17.675148
0.993055 17.834383
0.992401 17.993618
0.991859 18.152854
0.991444 18.312089
0.991169 18.471324
0.991047 18.630559
0.991082 18.789795
0.991267 18.949030
0.991603 19.108265
0.992074 19.267501
0.992667 19.426736
0.993360 19.585971
0.994128 19.745206
0.994947 19.904442
0.995784 20.063677
0.996614 20.222912
0.997407 20.382147
0.998133 20.541383
0.998769 20.700618
0.999288 20.859853
0.999675 21.019088
0.999915 21.178324
1.000001 21.337559
0.999926 21.496794
0.999695 21.656029
0.999313 21.815265
0.998802 21.974500
0.998171 22.133735
0.997446 22.292970
0.996655 22.452206
0.995821 22.611441
0.994977 22.770676
0.994152 22.929912
0.993375 23.089147
0.992669 23.248382
0.992065 23.407617
0.991580 23.566853
0.991229 23.726088
0.991028 23.885323
0.990982 24.044558
0.991093 24.203794
0.991355 24.363029
0.991762 24.522264
0.992299 24.681499
0.992948 24.840735
0.993686 24.999970
0.994488 25.159205
0.995326 25.318440
0.996168 25.477676
0.996991 25.636911
0.997759 25.796146
0.998447 25.955381
0.999034 26.114617
0.999494 26.273852
0.999812 26.433087
0.999977 26.592323
0.999984 26.751558
0.999829 26.910793
0.999520 27.070028
0.999068 27.229264
0.998489 27.388499
0.997805 27.547734
0.997037 27.706969
0.996215 27.866205
0.995365 28.025440
0.994519 28.184675
0.993706 28.343910
0.992956 28.503146
0.992292 28.662381
0.991739 28.821616
0.991314 28.980851
0.991032 29.140087
0.990907 29.299322
0.990937 29.458557
0.991125 29.617792
0.991462 29.777028
0.991942 29.936263
0.992540 30.095498
0.993242 30.254734
0.994020 30.413969
0.994853 30.573204
0.995703 30.732439
0.996547 30.891675
0.997354 31.050910
0.998095 31.210145
0.998740 31.369380
0.999271 31.528616
0.999664 31.687851
0.999913 31.847086
0.999999 32.006321
0.999924 32.165557
0.999691 32.324792
0.999307 32.484027
0.998785 32.643262
0.998145 32.802498
0.997407 32.961733
0.996602 33.120968
0.995752 33.280203
0.994892 33.439439
0.994050 33.598674
0.993257 33.757909
0.992537 33.917145
0.991919 34.076380
0.991421 34.235615
0.991064 34.394850
0.990855 34.554086
0.990804 34.713321
0.990916 34.872556
0.991182 35.031791
0.991594 35.191027
0.992139 35.350262
0.992800 35.509497
0.993549 35.668732
0.994367 35.827968
0.995221 35.987203
0.996083 36.146438
0.996921 36.305673
0.997706 36.464909
0.998409 36.624144
0.999009 36.783379
0.999480 36.942615
0.999807 37.101850
0.999976 37.261085
0.999983 37.420320
0.999827 37.579556
0.999513 37.738791
0.999051 37.898026
0.998462 38.057261
0.997762 38.216497
0.996978 38.375732
0.996136 38.534967
0.995267 38.694202
0.994402 38.853438
0.993572 39.012673
0.992800 39.171908
0.992120 39.331143
0.991553 39.490379
0.991117 39.649614
0.990828 39.808849
0.990697 39.968084
0.990726 40.127320
0.990915 40.286555
0.991261 40.445790
0.991746 40.605026
0.992359 40.764261
0.993074 40.923496
0.993872 41.082731
0.994721 41.241967
0.995593 41.401202
0.996459 41.560437
0.997284 41.719672
0.998042 41.878908
0.998705 42.038143
0.999249 42.197378
0.999655 42.356613
0.999910 42.515849
0.999999 42.675084
0.999924 42.834319
0.999685 42.993554
0.999292 43.152790
0.998756 43.312025
0.998099 43.471260
0.997344 43.630495
0.996515 43.789731
0.995646 43.948969
0.994762 44.108206
0.993896 44.267444
0.993080 44.426682
0.992342 44.585920
0.991707 44.745158
0.991194 44.904396
0.990825 45.063634
0.990610 45.222872
0.990556 45.382109
0.990667 45.541347
0.990939 45.700585
0.991362 45.859823
0.991922 46.019061
0.992598 46.178299
0.993369 46.337537
0.994207 46.496775
0.995086 46.656012
0.995968 46.815250
0.996832 46.974488
0.997639 47.133726
0.998364 47.292964
0.998981 47.452202
0.999465 47.611440
0.999799 47.770677
0.999976 47.929915
0.999982 48.089153
0.999822 48.248391
0.999499 48.407629
0.999026 48.566867
0.998416 48.726105
0.997696 48.885343
0.996887 49.044580
0.996020 49.203818
0.995126 49.363056
0.994232 49.522294
0.993376 49.681532
0.992581 49.840770
0.991882 50.000008
0.991295 50.159246
0.990844 50.318483
0.990546 50.477721
0.990409 50.636959
0.990439 50.796197
0.990634 50.955435
0.990989 51.114673
0.991489 51.273911
0.992121 51.433148
0.992858 51.592386
0.993679 51.751624
0.994557 51.910862
0.995455 52.070100
0.996348 52.229338
0.997200 52.388576
0.997981 52.547814
0.998666 52.707051
0.999226 52.866289
0.999645 53.025527
0.999907 53.184765
0.999998 53.344003
0.999921 53.503241
0.999674 53.662479
0.999266 53.821717
0.998712 53.980954
0.998033 54.140192
0.997250 54.299430
0.996393 54.458668
0.995492 54.617906
0.994579 54.777144
0.993685 54.936382
0.992841 55.095620
0.992077 55.254857
0.991417 55.414095
0.990889 55.573333
0.990505 55.732571
0.990285 55.891809
0.990228 56.051047
0.990343 56.210285
0.990624 56.369522
0.991062 56.528760
0.991640 56.687998
0.992341 56.847236
0.993139 57.006474
0.994007 57.165712
0.994916 57.324950
0.995832 57.484188
0.996724 57.643425
0.997560 57.802663
0.998309 57.961901
0.998946 58.121139
0.999447 58.280377
0.999795 58.439615
0.999975 58.598853
0.999981 58.758091
0.999814 58.917328
0.999476 59.076566
0.998984 59.235804
0.998351 59.395042
0.997602 59.554280
0.996762 59.713518
0.995860 59.872756
0.994932 60.031993
0.994006 60.191231
0.993114 60.350469
0.992292 60.509707
0.991563 60.668945
0.990956 60.828183
0.990488 60.987421
0.990178 61.146659
0.990039 61.305896
0.990069 61.465134
0.990273 61.624372
0.990641 61.783610
0.991162 61.942848
0.991818 62.102086
0.992586 62.261324
0.993440 62.420562
0.994350 62.579799
0.995286 62.739037
0.996212 62.898275
0.997096 63.057513
0.997909 63.216751
0.998620 63.375989
0.999202 63.535227
0.999637 63.694464
0.999905 63.853702
1.000000 64.012940
0.999915 64.172178
0.999655 64.331416
0.999228 64.490654
0.998650 64.649892
0.997939 64.809130
0.997122 64.968367
0.996227 65.127605
0.995288 65.286843
0.994336 65.446081
0.993404 65.605319
0.992525 65.764557
0.991728 65.923795
0.991043 66.083033
0.990493 66.242270
0.990095 66.401508
0.989866 66.560746
0.989810 66.719984
0.989931 66.879222
0.990227 67.038460
0.990684 67.197698
0.991289 67.356936
0.992021 67.516173
0.992854 67.675411
0.993760 67.834649
0.994710 67.993887
0.995664 68.153125
0.996593 68.312363
0.997466 68.471601
0.998246 68.630838
0.998910 68.790076
0.999432 68.949314
0.999790 69.108552
0.999975 69.267790
0.999979 69.427028
0.999799 69.586266
0.999445 69.745504
0.998924 69.904741
0.998260 70.063979
0.997474 70.223217
0.996594 70.382455
0.995649 70.541693
0.994675 70.700931
0.993706 70.860169
0.992775 71.019407
0.991915 71.178644
0.991153 71.337882
0.990519 71.497120
0.990034 71.656358
0.989713 71.815596
0.989567 71.974834
0.989603 72.134072
0.989819 72.293309
