/sm	OFF
/sc	ON
/sd	OFF
/fpo	pd	8.00 6.00
/td	"xy"
7.652806e-001	1.722629e+002
7.661866e-001	1.724627e+002
7.670928e-001	1.726625e+002
7.679992e-001	1.728624e+002
7.689058e-001	1.730622e+002
7.698126e-001	1.732621e+002
7.707196e-001	1.734619e+002
7.716267e-001	1.736617e+002
7.725341e-001	1.738616e+002
7.734417e-001	1.740614e+002
7.743495e-001	1.742613e+002
7.752575e-001	1.744611e+002
7.761656e-001	1.746609e+002
7.770741e-001	1.748608e+002
7.779827e-001	1.750606e+002
7.788915e-001	1.752605e+002
7.798006e-001	1.754603e+002
7.807098e-001	1.756601e+002
7.816193e-001	1.758600e+002
7.825291e-001	1.760598e+002
7.834390e-001	1.762597e+002
7.843492e-001	1.764595e+002
7.852596e-001	1.766593e+002
7.861703e-001	1.768592e+002
7.870812e-001	1.770590e+002
7.879923e-001	1.772589e+002
7.889037e-001	1.774587e+002
7.898154e-001	1.776585e+002
7.907273e-001	1.778584e+002
7.916395e-001	1.780582e+002
7.925519e-001	1.782581e+002
7.934646e-001	1.784579e+002
7.943775e-001	1.786577e+002
7.952908e-001	1.788576e+002
7.962043e-001	1.790574e+002
7.971181e-001	1.792573e+002
7.980321e-001	1.794571e+002
7.989465e-001	1.796569e+002
7.998611e-001	1.798568e+002
8.007761e-001	1.800566e+002
8.016913e-001	1.802565e+002
8.026069e-001	1.804563e+002
8.035227e-001	1.806561e+002
8.044389e-001	1.808560e+002
8.053554e-001	1.810558e+002
8.062722e-001	1.812557e+002
8.071893e-001	1.814555e+002
8.081067e-001	1.816553e+002
8.090245e-001	1.818552e+002
8.099427e-001	1.820550e+002
8.108611e-001	1.822549e+002
8.117800e-001	1.824547e+002
8.126992e-001	1.826545e+002
8.136187e-001	1.828544e+002
8.145386e-001	1.830542e+002
8.154589e-001	1.832541e+002
8.163795e-001	1.834539e+002
8.173006e-001	1.836537e+002
8.182220e-001	1.838536e+002
8.191438e-001	1.840534e+002
8.200660e-001	1.842533e+002
8.209886e-001	1.844531e+002
8.219117e-001	1.846529e+002
8.228351e-001	1.848528e+002
8.237590e-001	1.850526e+002
8.246833e-001	1.852525e+002
8.256081e-001	1.854523e+002
8.265333e-001	1.856521e+002
8.274589e-001	1.858520e+002
8.283850e-001	1.860518e+002
8.293116e-001	1.862517e+002
8.302387e-001	1.864515e+002
8.311662e-001	1.866513e+002
8.320942e-001	1.868512e+002
8.330228e-001	1.870510e+002
8.339518e-001	1.872509e+002
8.348814e-001	1.874507e+002
8.358115e-001	1.876505e+002
8.367421e-001	1.878504e+002
8.376732e-001	1.880502e+002
8.386049e-001	1.882501e+002
8.395372e-001	1.884499e+002
8.404701e-001	1.886497e+002
8.414035e-001	1.888496e+002
8.423375e-001	1.890494e+002
8.432721e-001	1.892492e+002
8.442074e-001	1.894491e+002
8.451432e-001	1.896489e+002
8.460798e-001	1.898488e+002
8.470169e-001	1.900486e+002
8.479547e-001	1.902484e+002
8.488932e-001	1.904483e+002
8.498324e-001	1.906481e+002
8.507722e-001	1.908480e+002
8.517128e-001	1.910478e+002
8.526541e-001	1.912476e+002
8.535962e-001	1.914475e+002
8.545390e-001	1.916473e+002
8.554826e-001	1.918472e+002
8.564269e-001	1.920470e+002
8.573721e-001	1.922468e+002
8.583180e-001	1.924467e+002
8.592648e-001	1.926465e+002
8.602125e-001	1.928464e+002
8.611610e-001	1.930462e+002
8.621104e-001	1.932460e+002
8.630607e-001	1.934459e+002
8.640119e-001	1.936457e+002
8.649641e-001	1.938456e+002
8.659172e-001	1.940454e+002
8.668713e-001	1.942452e+002
8.678264e-001	1.944451e+002
8.687826e-001	1.946449e+002
8.697397e-001	1.948448e+002
8.706980e-001	1.950446e+002
8.716573e-001	1.952444e+002
8.726178e-001	1.954443e+002
8.735794e-001	1.956441e+002
8.745422e-001	1.958440e+002
8.755061e-001	1.960438e+002
8.764714e-001	1.962436e+002
8.774378e-001	1.964435e+002
8.784056e-001	1.966433e+002
8.793746e-001	1.968432e+002
8.803450e-001	1.970430e+002
8.813168e-001	1.972428e+002
8.822900e-001	1.974427e+002
8.832647e-001	1.976425e+002
8.842408e-001	1.978424e+002
8.852185e-001	1.980422e+002
8.861977e-001	1.982420e+002
8.871785e-001	1.984419e+002
8.881610e-001	1.986417e+002
8.891452e-001	1.988416e+002
8.901311e-001	1.990414e+002
8.911188e-001	1.992412e+002
8.921083e-001	1.994411e+002
8.930997e-001	1.996409e+002
8.940930e-001	1.998408e+002
8.950884e-001	2.000406e+002
8.960858e-001	2.002404e+002
8.970853e-001	2.004403e+002
8.980869e-001	2.006401e+002
8.990908e-001	2.008400e+002
9.000970e-001	2.010398e+002
9.011056e-001	2.012396e+002
9.021166e-001	2.014395e+002
9.031302e-001	2.016393e+002
9.041463e-001	2.018392e+002
9.051651e-001	2.020390e+002
9.061867e-001	2.022388e+002
9.072112e-001	2.024387e+002
9.082386e-001	2.026385e+002
9.092691e-001	2.028384e+002
9.103028e-001	2.030382e+002
9.113397e-001	2.032380e+002
9.123800e-001	2.034379e+002
9.134239e-001	2.036377e+002
9.144714e-001	2.038376e+002
9.155226e-001	2.040374e+002
9.165778e-001	2.042372e+002
9.176371e-001	2.044371e+002
9.187006e-001	2.046369e+002
9.197685e-001	2.048368e+002
9.208410e-001	2.050366e+002
9.219183e-001	2.052364e+002
9.230005e-001	2.054363e+002
9.240879e-001	2.056361e+002
9.251807e-001	2.058360e+002
9.262792e-001	2.060358e+002
9.273835e-001	2.062356e+002
9.284941e-001	2.064355e+002
9.296111e-001	2.066353e+002
9.307349e-001	2.068352e+002
9.318658e-001	2.070350e+002
9.330042e-001	2.072348e+002
9.341505e-001	2.074347e+002
9.353050e-001	2.076345e+002
9.364683e-001	2.078344e+002
9.376408e-001	2.080342e+002
9.388231e-001	2.082340e+002
9.400157e-001	2.084339e+002
9.412193e-001	2.086337e+002
9.424345e-001	2.088336e+002
9.436621e-001	2.090334e+002
9.449030e-001	2.092332e+002
9.461580e-001	2.094331e+002
9.474282e-001	2.096329e+002
9.487146e-001	2.098328e+002
9.500186e-001	2.100326e+002
9.513416e-001	2.102324e+002
9.526851e-001	2.104323e+002
9.540510e-001	2.106321e+002
9.554412e-001	2.108320e+002
9.568583e-001	2.110318e+002
9.583048e-001	2.112316e+002
9.597840e-001	2.114315e+002
9.612996e-001	2.116313e+002
9.628561e-001	2.118312e+002
9.644588e-001	2.120310e+002
9.661143e-001	2.122308e+002
9.678308e-001	2.124307e+002
9.696187e-001	2.126305e+002
9.714912e-001	2.128304e+002
9.734663e-001	2.130302e+002
9.755689e-001	2.132300e+002
9.778354e-001	2.134299e+002
9.803220e-001	2.136297e+002
9.831261e-001	2.138296e+002
9.864430e-001	2.140294e+002
9.908126e-001	2.142292e+002
9.967307e-001	2.394091e+002
9.895640e-001	2.396089e+002
9.855540e-001	2.398088e+002
9.823926e-001	2.400086e+002
9.796798e-001	2.402084e+002
9.772546e-001	2.404083e+002
9.750329e-001	2.406081e+002
9.729646e-001	2.408080e+002
9.710168e-001	2.410078e+002
9.691666e-001	2.412076e+002
9.673975e-001	2.414075e+002
9.656968e-001	2.416073e+002
9.640549e-001	2.418072e+002
9.624641e-001	2.420070e+002
9.609181e-001	2.422068e+002
9.594118e-001	2.424067e+002
9.579409e-001	2.426065e+002
9.565019e-001	2.428064e+002
9.550916e-001	2.430062e+002
9.537075e-001	2.432060e+002
9.523473e-001	2.434059e+002
9.510089e-001	2.436057e+002
9.496906e-001	2.438056e+002
9.483910e-001	2.440054e+002
9.471086e-001	2.442052e+002
9.458421e-001	2.444051e+002
9.445906e-001	2.446049e+002
9.433530e-001	2.448048e+002
9.421284e-001	2.450046e+002
9.409160e-001	2.452044e+002
9.397151e-001	2.454043e+002
9.385250e-001	2.456041e+002
9.373451e-001	2.458040e+002
9.361748e-001	2.460038e+002
9.350135e-001	2.462036e+002
9.338610e-001	2.464035e+002
9.327166e-001	2.466033e+002
9.315799e-001	2.468032e+002
9.304507e-001	2.470030e+002
9.293284e-001	2.472028e+002
9.282129e-001	2.474027e+002
9.271038e-001	2.476025e+002
9.260008e-001	2.478024e+002
9.249036e-001	2.480022e+002
9.238120e-001	2.482020e+002
9.227258e-001	2.484019e+002
9.216447e-001	2.486017e+002
9.205685e-001	2.488016e+002
9.194970e-001	2.490014e+002
9.184300e-001	2.492012e+002
9.173675e-001	2.494011e+002
9.163091e-001	2.496009e+002
9.152547e-001	2.498008e+002
9.142042e-001	2.500006e+002
9.131575e-001	2.502004e+002
9.121144e-001	2.504003e+002
9.110748e-001	2.506001e+002
9.100385e-001	2.508000e+002
9.090055e-001	2.509998e+002
9.079756e-001	2.511996e+002
9.069488e-001	2.513995e+002
9.059249e-001	2.515993e+002
9.049038e-001	2.517992e+002
9.038855e-001	2.519990e+002
9.028698e-001	2.521988e+002
9.018567e-001	2.523987e+002
9.008462e-001	2.525985e+002
8.998380e-001	2.527984e+002
8.988322e-001	2.529982e+002
8.978287e-001	2.531980e+002
8.968274e-001	2.533979e+002
8.958283e-001	2.535977e+002
8.948313e-001	2.537976e+002
8.938363e-001	2.539974e+002
8.928432e-001	2.541972e+002
8.918521e-001	2.543971e+002
8.908629e-001	2.545969e+002
8.898754e-001	2.547968e+002
8.888898e-001	2.549966e+002
8.879058e-001	2.551964e+002
8.869236e-001	2.553963e+002
8.859430e-001	2.555961e+002
8.849639e-001	2.557960e+002
8.839865e-001	2.559958e+002
8.830105e-001	2.561956e+002
8.820360e-001	2.563955e+002
8.810630e-001	2.565953e+002
8.800914e-001	2.567952e+002
8.791211e-001	2.569950e+002
8.781522e-001	2.571948e+002
8.771845e-001	2.573947e+002
8.762182e-001	2.575945e+002
8.752531e-001	2.577944e+002
8.742892e-001	2.579942e+002
8.733265e-001	2.581940e+002
8.723650e-001	2.583939e+002
8.714046e-001	2.585937e+002
8.704453e-001	2.587936e+002
8.694871e-001	2.589934e+002
8.685300e-001	2.591932e+002
8.675739e-001	2.593931e+002
8.666189e-001	2.595929e+002
8.656648e-001	2.597928e+002
8.647117e-001	2.599926e+002
8.637595e-001	2.601924e+002
8.628083e-001	2.603923e+002
8.618580e-001	2.605921e+002
8.609086e-001	2.607920e+002
8.599601e-001	2.609918e+002
8.590124e-001	2.611916e+002
8.580656e-001	2.613915e+002
8.571196e-001	2.615913e+002
8.561744e-001	2.617912e+002
8.552301e-001	2.619910e+002
8.542864e-001	2.621908e+002
8.533436e-001	2.623907e+002
8.524015e-001	2.625905e+002
8.514601e-001	2.627904e+002
8.505195e-001	2.629902e+002
8.495796e-001	2.631900e+002
8.486403e-001	2.633899e+002
8.477017e-001	2.635897e+002
8.467639e-001	2.637896e+002
8.458266e-001	2.639894e+002
8.448900e-001	2.641892e+002
8.439541e-001	2.643891e+002
8.430187e-001	2.645889e+002
8.420840e-001	2.647888e+002
8.411499e-001	2.649886e+002
8.402163e-001	2.651884e+002
8.392834e-001	2.653883e+002
8.383510e-001	2.655881e+002
8.374191e-001	2.657880e+002
8.364879e-001	2.659878e+002
8.355571e-001	2.661876e+002
8.346269e-001	2.663875e+002
8.336972e-001	2.665873e+002
8.327680e-001	2.667872e+002
8.318394e-001	2.669870e+002
8.309112e-001	2.671868e+002
8.299835e-001	2.673867e+002
8.290563e-001	2.675865e+002
8.281295e-001	2.677864e+002
8.272033e-001	2.679862e+002
8.262775e-001	2.681860e+002
8.253521e-001	2.683859e+002
8.244272e-001	2.685857e+002
8.235027e-001	2.687856e+002
8.225786e-001	2.689854e+002
8.216550e-001	2.691852e+002
8.207318e-001	2.693851e+002
8.198089e-001	2.695849e+002
8.188865e-001	2.697848e+002
8.179645e-001	2.699846e+002
8.170429e-001	2.701844e+002
8.161217e-001	2.703843e+002
8.152008e-001	2.705841e+002
8.142803e-001	2.707840e+002
8.133602e-001	2.709838e+002
8.124405e-001	2.711836e+002
8.115211e-001	2.713835e+002
8.106020e-001	2.715833e+002
8.096833e-001	2.717832e+002
8.087650e-001	2.719830e+002
8.078470e-001	2.721828e+002
8.069293e-001	2.723827e+002
8.060119e-001	2.725825e+002
8.050949e-001	2.727824e+002
8.041782e-001	2.729822e+002
8.032617e-001	2.731820e+002
8.023457e-001	2.733819e+002
8.014299e-001	2.735817e+002
8.005144e-001	2.737816e+002
7.995992e-001	2.739814e+002
7.986843e-001	2.741812e+002
7.977697e-001	2.743811e+002
7.968553e-001	2.745809e+002
7.959413e-001	2.747808e+002
7.950275e-001	2.749806e+002
7.941140e-001	2.751804e+002
7.932008e-001	2.753803e+002
7.922878e-001	2.755801e+002
7.913751e-001	2.757800e+002
7.904627e-001	2.759798e+002
7.895505e-001	2.761796e+002
7.886386e-001	2.763795e+002
7.877269e-001	2.765793e+002
7.868155e-001	2.767792e+002
7.859043e-001	2.769790e+002
7.849933e-001	2.771788e+002
7.840826e-001	2.773787e+002
7.831721e-001	2.775785e+002
7.822618e-001	2.777784e+002
7.813518e-001	2.779782e+002
7.804420e-001	2.781780e+002
7.795324e-001	2.783779e+002
7.786231e-001	2.785777e+002
7.777139e-001	2.787776e+002
7.768050e-001	2.789774e+002
7.758963e-001	2.791772e+002
7.749878e-001	2.793771e+002
7.740795e-001	2.795769e+002
7.731714e-001	2.797768e+002
7.722635e-001	2.799766e+002
7.713557e-001	2.801764e+002
7.704482e-001	2.803763e+002
7.695409e-001	2.805761e+002
7.686338e-001	2.807760e+002
7.677269e-001	2.809758e+002
7.668201e-001	2.811756e+002
7.659136e-001	2.813755e+002
7.650072e-001	2.815753e+002
7.641010e-001	2.817752e+002
7.631950e-001	2.819750e+002
7.622891e-001	2.821748e+002
7.613835e-001	2.823747e+002
7.604780e-001	2.825745e+002
7.595727e-001	2.827744e+002
7.586675e-001	2.829742e+002
7.577625e-001	2.831740e+002
7.568577e-001	2.833739e+002
7.559530e-001	2.835737e+002
7.550485e-001	2.837736e+002
7.541442e-001	2.839734e+002
7.532400e-001	2.841732e+002
7.523360e-001	2.843731e+002
7.514321e-001	2.845729e+002
7.505284e-001	2.847728e+002
7.496248e-001	2.849726e+002
7.487214e-001	2.851724e+002
7.478181e-001	2.853723e+002
7.469150e-001	2.855721e+002
7.460120e-001	2.857720e+002
7.451091e-001	2.859718e+002
7.442064e-001	2.861716e+002
7.433039e-001	2.863715e+002
7.424014e-001	2.865713e+002
7.414992e-001	2.867712e+002
7.405970e-001	2.869710e+002
7.396950e-001	2.871708e+002
7.387931e-001	2.873707e+002
7.378913e-001	2.875705e+002
7.369897e-001	2.877704e+002
7.360882e-001	2.879702e+002
7.351868e-001	2.881700e+002
7.342856e-001	2.883699e+002
7.333845e-001	2.885697e+002
7.324835e-001	2.887696e+002
7.315826e-001	2.889694e+002
7.306818e-001	2.891692e+002
7.297812e-001	2.893691e+002
7.288807e-001	2.895689e+002
7.279803e-001	2.897688e+002
7.270800e-001	2.899686e+002
7.261798e-001	2.901684e+002
7.252797e-001	2.903683e+002
7.243798e-001	2.905681e+002
7.234799e-001	2.907680e+002
7.225802e-001	2.909678e+002
7.216806e-001	2.911676e+002
7.207811e-001	2.913675e+002
7.198817e-001	2.915673e+002
7.189824e-001	2.917672e+002
7.180832e-001	2.919670e+002
7.171841e-001	2.921668e+002
7.162851e-001	2.923667e+002
7.153862e-001	2.925665e+002
7.144874e-001	2.927664e+002
7.135887e-001	2.929662e+002
7.126901e-001	2.931660e+002
7.117916e-001	2.933659e+002
7.108932e-001	2.935657e+002
7.099949e-001	2.937656e+002
7.090967e-001	2.939654e+002
7.081986e-001	2.941652e+002
7.073006e-001	2.943651e+002
7.064027e-001	2.945649e+002
7.055048e-001	2.947648e+002
7.046071e-001	2.949646e+002
7.037094e-001	2.951644e+002
7.028119e-001	2.953643e+002
7.019144e-001	2.955641e+002
7.010170e-001	2.957640e+002
7.001197e-001	2.959638e+002
6.992225e-001	2.961636e+002
6.983253e-001	2.963635e+002
6.974283e-001	2.965633e+002
6.965313e-001	2.967632e+002
6.956344e-001	2.969630e+002
6.947376e-001	2.971628e+002
6.938409e-001	2.973627e+002
6.929443e-001	2.975625e+002
6.920477e-001	2.977624e+002
6.911512e-001	2.979622e+002
6.902548e-001	2.981620e+002
6.893585e-001	2.983619e+002
6.884622e-001	2.985617e+002
6.875660e-001	2.987616e+002
6.866699e-001	2.989614e+002
6.857739e-001	2.991612e+002
6.848779e-001	2.993611e+002
6.839821e-001	2.995609e+002
6.830863e-001	2.997608e+002
6.821905e-001	2.999606e+002
6.812949e-001	3.001604e+002
6.803993e-001	3.003603e+002
6.795037e-001	3.005601e+002
6.786083e-001	3.007600e+002
6.777129e-001	3.009598e+002
6.768176e-001	3.011596e+002
6.759223e-001	3.013595e+002
6.750271e-001	3.015593e+002
6.741320e-001	3.017592e+002
6.732370e-001	3.019590e+002
6.723420e-001	3.021588e+002
6.714470e-001	3.023587e+002
6.705522e-001	3.025585e+002
6.696574e-001	3.027584e+002
6.687627e-001	3.029582e+002
6.678680e-001	3.031580e+002
6.669734e-001	3.033579e+002
6.660788e-001	3.035577e+002
6.651843e-001	3.037576e+002
6.642899e-001	3.039574e+002
6.633956e-001	3.041572e+002
6.625012e-001	3.043571e+002
6.616070e-001	3.045569e+002
6.607128e-001	3.047568e+002
6.598187e-001	3.049566e+002
6.589246e-001	3.051564e+002
6.580306e-001	3.053563e+002
6.571366e-001	3.055561e+002
6.562427e-001	3.057560e+002
6.553489e-001	3.059558e+002
6.544551e-001	3.061556e+002
6.535613e-001	3.063555e+002
6.526676e-001	3.065553e+002
6.517740e-001	3.067552e+002
6.508804e-001	3.069550e+002
6.499869e-001	3.071548e+002
6.490934e-001	3.073547e+002
6.482000e-001	3.075545e+002
6.473066e-001	3.077544e+002
6.464133e-001	3.079542e+002
6.455201e-001	3.081540e+002
6.446268e-001	3.083539e+002
6.437337e-001	3.085537e+002
6.428405e-001	3.087536e+002
6.419475e-001	3.089534e+002
6.410544e-001	3.091532e+002
6.401615e-001	3.093531e+002
6.392685e-001	3.095529e+002
6.383757e-001	3.097528e+002
6.374828e-001	3.099526e+002
6.365900e-001	3.101524e+002
6.356973e-001	3.103523e+002
6.348046e-001	3.105521e+002
6.339120e-001	3.107520e+002
6.330194e-001	3.109518e+002
6.321268e-001	3.111516e+002
6.312343e-001	3.113515e+002
6.303418e-001	3.115513e+002
6.294494e-001	3.117512e+002
6.285570e-001	3.119510e+002
6.276647e-001	3.121508e+002
6.267724e-001	3.123507e+002
6.258801e-001	3.125505e+002
6.249879e-001	3.127504e+002
6.240957e-001	3.129502e+002
6.232036e-001	3.131500e+002
6.223115e-001	3.133499e+002
6.214195e-001	3.135497e+002
6.205275e-001	3.137495e+002
6.196355e-001	3.139494e+002
6.187436e-001	3.141492e+002
6.178517e-001	3.143491e+002
6.169598e-001	3.145489e+002
6.160680e-001	3.147487e+002
6.151762e-001	3.149486e+002
6.142845e-001	3.151484e+002
6.133928e-001	3.153483e+002
6.125011e-001	3.155481e+002
6.116095e-001	3.157479e+002
6.107179e-001	3.159478e+002
6.098264e-001	3.161476e+002
6.089349e-001	3.163475e+002
6.080434e-001	3.165473e+002
6.071519e-001	3.167471e+002
6.062605e-001	3.169470e+002
6.053692e-001	3.171468e+002
6.044778e-001	3.173467e+002
6.035865e-001	3.175465e+002
6.026953e-001	3.177463e+002
6.018040e-001	3.179462e+002
6.009128e-001	3.181460e+002
6.000217e-001	3.183459e+002
5.991305e-001	3.185457e+002
5.982394e-001	3.187455e+002
5.973484e-001	3.189454e+002
5.964573e-001	3.191452e+002
5.955663e-001	3.193451e+002
5.946754e-001	3.195449e+002
5.937844e-001	3.197447e+002
5.928935e-001	3.199446e+002
5.920026e-001	3.201444e+002
5.911118e-001	3.203443e+002
5.902210e-001	3.205441e+002
5.893302e-001	3.207439e+002
5.884394e-001	3.209438e+002
5.875487e-001	3.211436e+002
5.866580e-001	3.213435e+002
5.857674e-001	3.215433e+002
5.848767e-001	3.217431e+002
5.839861e-001	3.219430e+002
5.830956e-001	3.221428e+002
5.822050e-001	3.223427e+002
5.813145e-001	3.225425e+002
5.804240e-001	3.227423e+002
5.795335e-001	3.229422e+002
5.786431e-001	3.231420e+002
5.777527e-001	3.233419e+002
5.768623e-001	3.235417e+002
5.759720e-001	3.237415e+002
5.750816e-001	3.239414e+002
5.741913e-001	3.241412e+002
5.733011e-001	3.243411e+002
5.724108e-001	3.245409e+002
5.715206e-001	3.247407e+002
5.706304e-001	3.249406e+002
5.697402e-001	3.251404e+002
5.688501e-001	3.253403e+002
5.679600e-001	3.255401e+002
5.670699e-001	3.257399e+002
5.661798e-001	3.259398e+002
5.652898e-001	3.261396e+002
5.643997e-001	3.263395e+002
5.635097e-001	3.265393e+002
5.626198e-001	3.267391e+002
5.617298e-001	3.269390e+002
5.608399e-001	3.271388e+002
5.599500e-001	3.273387e+002
5.590601e-001	3.275385e+002
5.581703e-001	3.277383e+002
5.572804e-001	3.279382e+002
5.563906e-001	3.281380e+002
5.555008e-001	3.283379e+002
5.546111e-001	3.285377e+002
5.537213e-001	3.287375e+002
5.528316e-001	3.289374e+002
5.519419e-001	3.291372e+002
5.510522e-001	3.293371e+002
5.501626e-001	3.295369e+002
5.492729e-001	3.297367e+002
5.483833e-001	3.299366e+002
5.474937e-001	3.301364e+002
5.466042e-001	3.303363e+002
5.457146e-001	3.305361e+002
5.448251e-001	3.307359e+002
5.439356e-001	3.309358e+002
5.430461e-001	3.311356e+002
5.421566e-001	3.313355e+002
5.412672e-001	3.315353e+002
5.403777e-001	3.317351e+002
5.394883e-001	3.319350e+002
5.385989e-001	3.321348e+002
5.377096e-001	3.323347e+002
5.368202e-001	3.325345e+002
5.359309e-001	3.327343e+002
5.350415e-001	3.329342e+002
5.341522e-001	3.331340e+002
5.332630e-001	3.333339e+002
5.323737e-001	3.335337e+002
5.314845e-001	3.337335e+002
5.305952e-001	3.339334e+002
5.297060e-001	3.341332e+002
5.288168e-001	3.343331e+002
5.279276e-001	3.345329e+002
5.270385e-001	3.347327e+002
5.261493e-001	3.349326e+002
5.252602e-001	3.351324e+002
5.243711e-001	3.353323e+002
5.234820e-001	3.355321e+002
5.225930e-001	3.357319e+002
5.217039e-001	3.359318e+002
5.208148e-001	3.361316e+002
5.199258e-001	3.363315e+002
5.190368e-001	3.365313e+002
5.181478e-001	3.367311e+002
5.172588e-001	3.369310e+002
5.163699e-001	3.371308e+002
5.154809e-001	3.373307e+002
5.145920e-001	3.375305e+002
5.137031e-001	3.377303e+002
5.128142e-001	3.379302e+002
5.119253e-001	3.381300e+002
5.110364e-001	3.383299e+002
5.101475e-001	3.385297e+002
5.092587e-001	3.387295e+002
5.083699e-001	3.389294e+002
5.074810e-001	3.391292e+002
5.065922e-001	3.393291e+002
5.057034e-001	3.395289e+002
5.048147e-001	3.397287e+002
5.039259e-001	3.399286e+002
5.030371e-001	3.401284e+002
5.021484e-001	3.403283e+002
5.012597e-001	3.405281e+002
5.003710e-001	3.407279e+002
4.994823e-001	3.409278e+002
4.985936e-001	3.411276e+002
4.977049e-001	3.413275e+002
4.968162e-001	3.415273e+002
4.959276e-001	3.417271e+002
4.950389e-001	3.419270e+002
4.941503e-001	3.421268e+002
4.932617e-001	3.423267e+002
4.923731e-001	3.425265e+002
4.914845e-001	3.427263e+002
4.905959e-001	3.429262e+002
4.897074e-001	3.431260e+002
4.888188e-001	3.433259e+002
4.879302e-001	3.435257e+002
4.870417e-001	3.437255e+002
4.861532e-001	3.439254e+002
4.852647e-001	3.441252e+002
4.843762e-001	3.443251e+002
4.834877e-001	3.445249e+002
4.825992e-001	3.447247e+002
4.817107e-001	3.449246e+002
4.808222e-001	3.451244e+002
4.799338e-001	3.453243e+002
4.790453e-001	3.455241e+002
4.781569e-001	3.457239e+002
4.772685e-001	3.459238e+002
4.763801e-001	3.461236e+002
4.754917e-001	3.463235e+002
4.746033e-001	3.465233e+002
4.737149e-001	3.467231e+002
4.728265e-001	3.469230e+002
4.719381e-001	3.471228e+002
4.710497e-001	3.473227e+002
4.701614e-001	3.475225e+002
4.692730e-001	3.477223e+002
4.683847e-001	3.479222e+002
4.674964e-001	3.481220e+002
4.666081e-001	3.483219e+002
4.657197e-001	3.485217e+002
4.648314e-001	3.487215e+002
4.639431e-001	3.489214e+002
4.630548e-001	3.491212e+002
4.621666e-001	3.493211e+002
4.612783e-001	3.495209e+002
4.603900e-001	3.497207e+002
4.595017e-001	3.499206e+002
4.586135e-001	3.501204e+002
4.577252e-001	3.503203e+002
4.568370e-001	3.505201e+002
4.559488e-001	3.507199e+002
4.550605e-001	3.509198e+002
4.541723e-001	3.511196e+002
4.532841e-001	3.513195e+002
4.523959e-001	3.515193e+002
4.515077e-001	3.517191e+002
4.506195e-001	3.519190e+002
4.497313e-001	3.521188e+002
4.488431e-001	3.523187e+002
4.479549e-001	3.525185e+002
4.470667e-001	3.527183e+002
4.461786e-001	3.529182e+002
4.452904e-001	3.531180e+002
4.444022e-001	3.533179e+002
4.435141e-001	3.535177e+002
4.426259e-001	3.537175e+002
4.417378e-001	3.539174e+002
4.408496e-001	3.541172e+002
4.399615e-001	3.543171e+002
4.390734e-001	3.545169e+002
4.381852e-001	3.547167e+002
4.372971e-001	3.549166e+002
4.364090e-001	3.551164e+002
4.355209e-001	3.553163e+002
4.346327e-001	3.555161e+002
4.337446e-001	3.557159e+002
4.328565e-001	3.559158e+002
4.319684e-001	3.561156e+002
4.310803e-001	3.563155e+002
4.301922e-001	3.565153e+002
4.293041e-001	3.567151e+002
4.284160e-001	3.569150e+002
4.275279e-001	3.571148e+002
4.266398e-001	3.573147e+002
4.257518e-001	3.575145e+002
4.248637e-001	3.577143e+002
4.239756e-001	3.579142e+002
4.230875e-001	3.581140e+002
4.221994e-001	3.583139e+002
4.213114e-001	3.585137e+002
4.204233e-001	3.587135e+002
4.195352e-001	3.589134e+002
4.186472e-001	3.591132e+002
4.177591e-001	3.593131e+002
4.168710e-001	3.595129e+002
4.159830e-001	3.597127e+002
4.150949e-001	3.599126e+002
4.142068e-001	3.601124e+002
4.133188e-001	3.603123e+002
4.124307e-001	3.605121e+002
4.115426e-001	3.607119e+002
4.106546e-001	3.609118e+002
4.097665e-001	3.611116e+002
4.088785e-001	3.613115e+002
4.079904e-001	3.615113e+002
4.071023e-001	3.617111e+002
4.062143e-001	3.619110e+002
4.053262e-001	3.621108e+002
4.044381e-001	3.623107e+002
4.035501e-001	3.625105e+002
4.026620e-001	3.627103e+002
4.017740e-001	3.629102e+002
4.008859e-001	3.631100e+002
3.999978e-001	3.633099e+002
3.991098e-001	3.635097e+002
3.982217e-001	3.637095e+002
3.973336e-001	3.639094e+002
3.964455e-001	3.641092e+002
3.955575e-001	3.643091e+002
3.946694e-001	3.645089e+002
3.937813e-001	3.647087e+002
3.928932e-001	3.649086e+002
3.920052e-001	3.651084e+002
3.911171e-001	3.653083e+002
3.902290e-001	3.655081e+002
3.893409e-001	3.657079e+002
3.884528e-001	3.659078e+002
3.875647e-001	3.661076e+002
3.866766e-001	3.663075e+002
3.857885e-001	3.665073e+002
3.849004e-001	3.667071e+002
3.840123e-001	3.669070e+002
3.831242e-001	3.671068e+002
3.822361e-001	3.673067e+002
3.813480e-001	3.675065e+002
3.804598e-001	3.677063e+002
3.795717e-001	3.679062e+002
3.786836e-001	3.681060e+002
3.777954e-001	3.683059e+002
3.769073e-001	3.685057e+002
3.760192e-001	3.687055e+002
3.751310e-001	3.689054e+002
3.742428e-001	3.691052e+002
3.733547e-001	3.693051e+002
3.724665e-001	3.695049e+002
3.715783e-001	3.697047e+002
3.706902e-001	3.699046e+002
3.698020e-001	3.701044e+002
3.689138e-001	3.703043e+002
3.680256e-001	3.705041e+002
3.671374e-001	3.707039e+002
3.662492e-001	3.709038e+002
3.653610e-001	3.711036e+002
3.644728e-001	3.713035e+002
